index,tvBench_id,db_id,question,source,gold,pred
2662,1506@x_name@DESC,gas_company,"Show the number of companies whose headquarters are not from USA fpr each main industry in a bar chart , display bars in descending order .","<N> Show the number of companies whose headquarters are not from USA fpr each main industry in a bar chart , display bars in descending order . </N> <C> mark [T] data company encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> company <COL> headquarters main_industry </COL> <VAL> </VAL> </D>",mark bar data company encoding x main_industry y aggregate count main_industry transform filter headquarters != 'usa' group x sort x desc,mark bar data company encoding x headquarters y aggregate count headquarters transform filter main_industry = 'banking' group x sort x desc
2668,802,cre_Docs_and_Epenses,"What are the different budget type codes , and how many documents are there for each . Show a pie chart .","<N> What are the different budget type codes , and how many documents are there for each . Show a pie chart . </N> <C> mark [T] data documents_with_expenses encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> documents_with_expenses <COL> </COL> <VAL> </VAL> </D>",mark arc data documents_with_expenses encoding x budget_type_code y aggregate count budget_type_code transform group x,mark arc data documents_with_expenses encoding x product_type_code y aggregate count product_type_code transform group x
2678,2834@y_name@DESC,station_weather,"Give me a bar chart that the x-axis is the services and the Y is the count(services) , and show total number from high to low order .","<N> Give me a bar chart that the x-axis is the services and the Y is the count(services) , and show total number from high to low order . </N> <C> mark [T] data station encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> station <COL> services id </COL> <VAL> </VAL> </D>",mark bar data station encoding x services y aggregate count services transform group x sort y desc,mark bar data station encoding x services y aggregate count services transform group x sort x desc
2680,3269@x_name@ASC,world_1,"Draw a bar chart of continent versus mean lifeexpectancy , order by the bars in ascending .","<N> Draw a bar chart of continent versus mean lifeexpectancy , order by the bars in ascending . </N> <C> mark [T] data country encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> country <COL> continent lifeexpectancy name </COL> <VAL> Iran Laos Iraq Oman </VAL> </D>",mark bar data country encoding x continent y aggregate mean lifeexpectancy transform group x sort x asc,mark bar data country encoding x governmentform y aggregate mean lifeexpectancy transform group continent
2688,1248,e_learning,"A bar chart for what are the number of the dates of the latest logon of the students with family name ""Jaskolski"" or ""Langosh"" ?","<N> A bar chart for what are the number of the dates of the latest logon of the students with family name ""Jaskolski"" or ""Langosh"" ? </N> <C> mark [T] data students encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> students <COL> family_name personal_name middle_name </COL> <VAL> Cary Asa Ward </VAL> </D>","mark bar data students encoding x date_of_latest_logon y aggregate count date_of_latest_logon transform filter family_name = ""jaskolski"" or family_name = ""langosh"" bin x by weekday",mark bar data students encoding x family_name y aggregate count family_name transform filter emp_jobcode = 'prof' group x
2700,2681@x_name@DESC,riding_club,"Show different occupations along with the number of players in each occupation Show bar chart , and show x-axis from high to low order .","<N> Show different occupations along with the number of players in each occupation Show bar chart , and show x-axis from high to low order . </N> <C> mark [T] data player encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> player <COL> occupation rank </COL> <VAL> 2nd 3rd 4th </VAL> </D>",mark bar data player encoding x occupation y aggregate count occupation transform group x sort x desc,mark bar data player encoding x residence y aggregate count occupation transform group x sort x desc
2710,2798@y_name@DESC,soccer_2,"What is the name of the school that has the smallest enrollment in each state ? , could you rank in desc by the Y-axis ?","<N> What is the name of the school that has the smallest enrollment in each state ? , could you rank in desc by the Y-axis ? </N> <C> mark [T] data college encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> college <COL> state cname </COL> <VAL> </VAL> </D>",mark bar data college encoding x cname y aggregate min enr transform group state sort y desc,mark bar data college encoding x cname y aggregate min state transform group x sort y desc
2716,41@y_name@DESC,allergy_1,"Show the average age for all female students and group them by first name in a bar chart , and I want to display by the y-axis from high to low .","<N> Show the average age for all female students and group them by first name in a bar chart , and I want to display by the y-axis from high to low . </N> <C> mark [T] data student encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> student <COL> age lname fname </COL> <VAL> Tai Ian Mark Andy Jandy Linda Pang Rugh Lee Han Paul </VAL> </D>",mark bar data student encoding x fname y aggregate mean age transform filter sex = 'f' group x sort y desc,mark bar data student encoding x sex y aggregate mean age transform group x sort y desc
2722,2684,roller_coaster,Scatter plot to show length on x axis and height on y axis .,<N> Scatter plot to show length on x axis and height on y axis . </N> <C> mark [T] data roller_coaster encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> roller_coaster <COL> length height </COL> <VAL> </VAL> </D>,mark point data roller_coaster encoding x length y aggregate none height,mark point data roller_coaster encoding x height y aggregate none height
2724,2916@y_name@ASC,swimming,"Return a bar chart about the distribution of meter_300 and ID , I want to show from low to high by the y axis please .","<N> Return a bar chart about the distribution of meter_300 and ID , I want to show from low to high by the y axis please . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> id meter_300 meter_100 meter_200 meter_400 meter_500 meter_600 meter_700 time </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none id transform sort y asc,mark bar data swimmer encoding x meter_600 y aggregate none id transform sort y asc
2734,1603@x_name@DESC,hr_1,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , show me about the distribution of job_id and the average of salary , and group by attribute job_id in a bar chart , I want to display bar from high to low order please .","<N> For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , show me about the distribution of job_id and the average of salary , and group by attribute job_id in a bar chart , I want to display bar from high to low order please . </N> <C> mark [T] data employees encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> employees <COL> job_id salary last_name first_name </COL> <VAL> Bull Ki Lisa Chen Lee Gee Banda King Ande Bell Seo </VAL> </D>","mark bar data employees encoding x job_id y aggregate mean salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort x desc","mark bar data employees encoding x job_id y aggregate mean salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort x asc"
2738,3025@x_name@DESC,tracking_software_problems,"Find all the ids and dates of the logs for the problem whose id is 10 Plot them as bar chart , I want to list in descending by the log_entry_date .","<N> Find all the ids and dates of the logs for the problem whose id is 10 Plot them as bar chart , I want to list in descending by the log_entry_date . </N> <C> mark [T] data problem_log encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> problem_log <COL> log_entry_date log_entry_fix other_log_details </COL> <VAL> i t s o n f b a d y e </VAL> </D>",mark bar data problem_log encoding x log_entry_date y aggregate none problem_log_id transform filter problem_id = 10 sort x desc,mark bar data problem_log encoding x log_entry_description y aggregate count log_entry_description transform group x sort y desc
2744,2317@y_name@ASC,match_season,"Show me a bar chart for what are the draft pick numbers and draft classes for players who play the Defender position ? , and list from low to high by the y axis please .","<N> Show me a bar chart for what are the draft pick numbers and draft classes for players who play the Defender position ? , and list from low to high by the y axis please . </N> <C> mark [T] data match_season encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> match_season <COL> position player </COL> <VAL> Defender </VAL> </D>","mark bar data match_season encoding x draft_class y aggregate none draft_pick_number transform filter position = ""defender"" sort y asc",mark bar data match_season encoding x position y aggregate count position transform filter points < 30 group x sort y asc
2750,2917,swimming,Show me about the distribution of meter_300 and meter_100 in a bar chart .,<N> Show me about the distribution of meter_300 and meter_100 in a bar chart . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_100 meter_300 meter_400 id meter_700 meter_200 meter_500 meter_600 name time </COL> <VAL> </VAL> </D>,mark bar data swimmer encoding x meter_300 y aggregate none meter_100,mark bar data swimmer encoding x name y aggregate none meter_100
2762,2154,local_govt_mdm,"List all information about customer master index , and sort them by details in descending order in a bar chart .","<N> List all information about customer master index , and sort them by details in descending order in a bar chart . </N> <C> mark [T] data customer_master_index encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> customer_master_index <COL> </COL> <VAL> </VAL> </D>",mark bar data customer_master_index encoding x cmi_details y aggregate none master_customer_id transform sort x desc,mark bar data customer_master_index encoding x county y aggregate count distinct dept_address transform sort x desc
2776,97@y_name@DESC,apartment_rentals,"Return the apartment number and the number of rooms for each apartment , list in descending by the y-axis .","<N> Return the apartment number and the number of rooms for each apartment , list in descending by the y-axis . </N> <C> mark [T] data apartments encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> apartments <COL> </COL> <VAL> </VAL> </D>",mark bar data apartments encoding x apt_number y aggregate none room_count transform sort y desc,mark bar data apartments encoding x apt_type_code y aggregate count apt_type_code transform group x sort y desc
2794,97@y_name@DESC,apartment_rentals,"Give me a bar chart for room_count of each apt number , and order in descending by the y-axis .","<N> Give me a bar chart for room_count of each apt number , and order in descending by the y-axis . </N> <C> mark [T] data apartments encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> apartments <COL> room_count apt_number </COL> <VAL> </VAL> </D>",mark bar data apartments encoding x apt_number y aggregate none room_count transform sort y desc,mark bar data apartments encoding x apt_type_code y aggregate count apt_type_code transform group x sort y desc
2798,273,behavior_monitoring,"For the average of monthly_rental , date_address_to , visualize the trend .","<N> For the average of monthly_rental , date_address_to , visualize the trend . </N> <C> mark [T] data student_addresses encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> student_addresses <COL> date_address_to monthly_rental </COL> <VAL> </VAL> </D>",mark line data student_addresses encoding x date_address_to y aggregate mean monthly_rental transform group x sort monthly_rental desc,mark line data student_addresses encoding x date_address_to y aggregate mean monthly_rental color other_details transform group x sort monthly_rental desc
2800,809@x_name@ASC,cre_Docs_and_Epenses,"Bar chart x axis document name y axis the number of document name , and sort from low to high by the Document_Name .","<N> Bar chart x axis document name y axis the number of document name , and sort from low to high by the Document_Name . </N> <C> mark [T] data documents encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> documents <COL> document_name document_date </COL> <VAL> </VAL> </D>",mark bar data documents encoding x document_name y aggregate count document_name transform group x sort x asc,mark bar data documents encoding x document_name y aggregate count document_name transform sort x asc bin x by weekday
2804,11,activity_1,Show all the ranks and the number of male and female faculty for each rank in a bar chart .,<N> Show all the ranks and the number of male and female faculty for each rank in a bar chart . </N> <C> mark [T] data faculty encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> faculty <COL> rank lname fname </COL> <VAL> Hall Frank Beach Mark Pang Paul Fill Han Yair </VAL> </D>,mark bar data faculty encoding x rank y aggregate count rank color sex transform group x,mark bar data faculty encoding x rank y aggregate count rank transform group x
2806,2917,swimming,Visualize a bar chart about the distribution of meter_300 and meter_100 .,<N> Visualize a bar chart about the distribution of meter_300 and meter_100 . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_100 meter_300 meter_400 meter_700 meter_200 meter_500 meter_600 id time </COL> <VAL> </VAL> </D>,mark bar data swimmer encoding x meter_300 y aggregate none meter_100,mark bar data swimmer encoding x meter_600 y aggregate none meter_100
2810,901@x_name@ASC,culture_company,"Which directors had a movie in either 1999 or 2000 , and count them by a bar chart , and show in asc by the Director .","<N> Which directors had a movie in either 1999 or 2000 , and count them by a bar chart , and show in asc by the Director . </N> <C> mark [T] data movie encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> movie <COL> director movie_id year </COL> <VAL> </VAL> </D>",mark bar data movie encoding x director y aggregate count director transform filter year = 1999 or year = 2000 group x sort x asc,"mark bar data movie encoding x year y aggregate count year transform filter order_status_code = ""cancelled"" sort x asc bin x by weekday"
2812,2681@x_name@ASC,riding_club,"Show different occupations along with the number of players in each occupation with a bar chart , and list by the x axis in asc .","<N> Show different occupations along with the number of players in each occupation with a bar chart , and list by the x axis in asc . </N> <C> mark [T] data player encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> player <COL> occupation rank </COL> <VAL> 2nd 3rd 4th 1st </VAL> </D>",mark bar data player encoding x occupation y aggregate count occupation transform group x sort x asc,mark bar data player encoding x residence y aggregate count occupation transform group x sort x asc
2814,774@x_name@DESC,cre_Doc_Tracking_DB,"How many documents in different ending date ? Return a line chart binning ending date by year interval , I want to rank X in descending order .","<N> How many documents in different ending date ? Return a line chart binning ending date by year interval , I want to rank X in descending order . </N> <C> mark [T] data document_locations encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> document_locations <COL> location_code </COL> <VAL> x b n </VAL> </D>",mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to transform sort x desc bin x by year,mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to color location_code transform sort x desc bin x by year
2824,97@y_name@DESC,apartment_rentals,"Return a bar chart on what are the apartment number and the room count of each apartment ? , and rank by the Y-axis from high to low .","<N> Return a bar chart on what are the apartment number and the room count of each apartment ? , and rank by the Y-axis from high to low . </N> <C> mark [T] data apartments encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> apartments <COL> room_count apt_type_code </COL> <VAL> Flat </VAL> </D>",mark bar data apartments encoding x apt_number y aggregate none room_count transform sort y desc,mark bar data apartments encoding x apt_type_code y aggregate count apt_type_code transform group x sort y desc
2828,1248@y_name@ASC,e_learning,"Find the latest logon date of the students whose family name is ""Jaskolski"" or ""Langosh"" , and count them by a bar chart , I want to sort in ascending by the y axis .","<N> Find the latest logon date of the students whose family name is ""Jaskolski"" or ""Langosh"" , and count them by a bar chart , I want to sort in ascending by the y axis . </N> <C> mark [T] data students encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> students <COL> family_name personal_name middle_name </COL> <VAL> Cary Asa Ward </VAL> </D>","mark bar data students encoding x date_of_latest_logon y aggregate count date_of_latest_logon transform filter family_name = ""jaskolski"" or family_name = ""langosh"" sort y asc bin x by weekday",mark bar data students encoding x family_name y aggregate count family_name transform filter emp_jobcode = 'prof' group x sort y asc
2832,1170,dog_kennels,List the dog name and weight of the dogs who have been abandoned in a pie chart .,<N> List the dog name and weight of the dogs who have been abandoned in a pie chart . </N> <C> mark [T] data dogs encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> dogs <COL> name weight abandoned_yn age </COL> <VAL> </VAL> </D>,mark arc data dogs encoding x name y aggregate none age transform filter abandoned_yn = 1,mark arc data dogs encoding x name y aggregate none weight transform filter abandoned_yn = 1
2834,157,baseball_1,I want to see trend of the number of yearid by yearid,<N> I want to see trend of the number of yearid by yearid </N> <C> mark [T] data hall_of_fame encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> hall_of_fame <COL> yearid </COL> <VAL> </VAL> </D>,mark line data hall_of_fame encoding x yearid y aggregate count yearid transform bin x by year,mark line data hall_of_fame encoding x yearid y aggregate count yearid transform group x
2850,2681@y_name@ASC,riding_club,"Show different occupations along with the number of players in each occupation with a bar chart , and could you list Y-axis in ascending order please ?","<N> Show different occupations along with the number of players in each occupation with a bar chart , and could you list Y-axis in ascending order please ? </N> <C> mark [T] data player encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> player <COL> occupation rank </COL> <VAL> 2nd 3rd 4th 1st </VAL> </D>",mark bar data player encoding x occupation y aggregate count occupation transform group x sort y asc,mark bar data player encoding x residence y aggregate count residence transform group x sort y asc
2860,2317,match_season,Show me a bar chart for what are the draft pick numbers and draft classes for players who play the Defender position ?,<N> Show me a bar chart for what are the draft pick numbers and draft classes for players who play the Defender position ? </N> <C> mark [T] data match_season encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> match_season <COL> position player </COL> <VAL> Defender </VAL> </D>,"mark bar data match_season encoding x draft_class y aggregate none draft_pick_number transform filter position = ""defender""",mark bar data match_season encoding x position y aggregate count position transform filter points < 30 group x
2874,1463,game_1,A scatter chart about what are ids and total number of hours played for each game ?,<N> A scatter chart about what are ids and total number of hours played for each game ? </N> <C> mark [T] data plays_games encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> plays_games <COL> hours_played gameid </COL> <VAL> </VAL> </D>,mark point data plays_games encoding x gameid y aggregate sum hours_played transform group x,mark point data plays_games encoding x hours_played y aggregate sum gameid transform group x
2880,1185@y_name@ASC,dog_kennels,"How many dogs departed in each day ? Visualize with a bar chart that bins departed date by weekday , and could you show total number in ascending order ?","<N> How many dogs departed in each day ? Visualize with a bar chart that bins departed date by weekday , and could you show total number in ascending order ? </N> <C> mark [T] data dogs encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> dogs <COL> name age </COL> <VAL> </VAL> </D>",mark bar data dogs encoding x date_departed y aggregate count date_departed transform sort y asc bin x by weekday,mark bar data dogs encoding x date_departed y aggregate count date_departed transform sort y asc bin x by day
2898,2681,riding_club,Show different occupations along with the number of players in each occupation . Show bar chart .,<N> Show different occupations along with the number of players in each occupation . Show bar chart . </N> <C> mark [T] data player encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> player <COL> occupation rank </COL> <VAL> 4th </VAL> </D>,mark bar data player encoding x occupation y aggregate count occupation transform group x,mark bar data player encoding x residence y aggregate count occupation transform group x
2900,79@y_name@DESC,apartment_rentals,"What are the number of dates of birth of all the guests whose gender is ""Male"" ? , list by the y-axis in descending .","<N> What are the number of dates of birth of all the guests whose gender is ""Male"" ? , list by the y-axis in descending . </N> <C> mark [T] data guests encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> guests <COL> gender_code guest_first_name guest_last_name </COL> <VAL> Male Gabe Toy </VAL> </D>","mark bar data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" sort y desc bin x by weekday",mark bar data guests encoding x gender_code y aggregate count gender_code transform filter gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code sort y desc bin x by weekday
2902,620@x_name@ASC,college_2,"Display a bar chart for how many rooms in each building have a capacity of over 50 ? , could you list from low to high by the X ?","<N> Display a bar chart for how many rooms in each building have a capacity of over 50 ? , could you list from low to high by the X ? </N> <C> mark [T] data classroom encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> classroom <COL> building capacity room_number </COL> <VAL> 40 Power Main 700 547 180 </VAL> </D>",mark bar data classroom encoding x building y aggregate count building transform filter capacity > 50 group x sort x asc,mark bar data classroom encoding x building y aggregate count building transform filter capacity > max(capacity) sort x asc bin x by year
2942,2917@y_name@DESC,swimming,"Give me the comparison about meter_100 over the meter_300 by a bar chart , could you display in desc by the y-axis ?","<N> Give me the comparison about meter_100 over the meter_300 by a bar chart , could you display in desc by the y-axis ? </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_100 meter_300 id meter_700 meter_600 meter_500 meter_400 meter_200 time name </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none meter_100 transform sort y desc,mark bar data swimmer encoding x name y aggregate none meter_100 transform sort y desc
2946,2607@x_name@DESC,product_catalog,"Which catalog contents has price above 700 dollars ? Show their catalog entry names and capacities in a bar chart , and could you list catalog_entry_name from high to low order please ?","<N> Which catalog contents has price above 700 dollars ? Show their catalog entry names and capacities in a bar chart , and could you list catalog_entry_name from high to low order please ? </N> <C> mark [T] data catalog_contents encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> catalog_contents <COL> catalog_entry_name height capacity </COL> <VAL> 7 </VAL> </D>",mark bar data catalog_contents encoding x catalog_entry_name y aggregate none capacity transform filter price_in_dollars > 700 sort x desc,mark bar data catalog_contents encoding x catalog_entry_name y aggregate none capacity transform filter price_in_dollars > 700 sort y desc
2952,2916@y_name@ASC,swimming,"Give me the comparison about ID over the meter_300 , and I want to display by the ID in asc .","<N> Give me the comparison about ID over the meter_300 , and I want to display by the ID in asc . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> id meter_300 meter_100 meter_200 meter_400 meter_500 meter_600 meter_700 time name </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none id transform sort y asc,mark bar data swimmer encoding x name y aggregate none id transform sort y asc
2954,2916@x_name@ASC,swimming,"Return a bar chart about the distribution of meter_300 and ID , display by the names in asc .","<N> Return a bar chart about the distribution of meter_300 and ID , display by the names in asc . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> id meter_300 name meter_100 meter_200 meter_400 meter_500 meter_600 meter_700 time </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none id transform sort x asc,mark bar data swimmer encoding x name y aggregate none id transform sort x asc
2956,2948@y_name@ASC,theme_gallery,"Show me how many year by year in a histogram , could you display y axis in asc order ?","<N> Show me how many year by year in a histogram , could you display y axis in asc order ? </N> <C> mark [T] data exhibition encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> exhibition <COL> year </COL> <VAL> </VAL> </D>",mark bar data exhibition encoding x year y aggregate count year transform sort y asc bin x by weekday,mark bar data exhibition encoding x year y aggregate count year transform group theme sort y asc
2962,1776@x_name@ASC,hr_1,"For those employees who was hired before 2002-06-21 , give me the comparison about the sum of salary over the job_id , and group by attribute job_id , and list bar from low to high order .","<N> For those employees who was hired before 2002-06-21 , give me the comparison about the sum of salary over the job_id , and group by attribute job_id , and list bar from low to high order . </N> <C> mark [T] data employees encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> employees <COL> job_id salary first_name last_name </COL> <VAL> Lisa Banda Gee Lee Ande Chen Seo Baer Fay Ozer Rajs </VAL> </D>",mark bar data employees encoding x job_id y aggregate sum salary transform filter hire_date < '2002-06-21' group x sort x asc,mark bar data employees encoding x job_id y aggregate sum salary transform filter hire_date < '2002-06-21' group x sort y asc
2980,2917@y_name@DESC,swimming,"Show me about the distribution of meter_300 and meter_100 in a bar chart , and list Y from high to low order .","<N> Show me about the distribution of meter_300 and meter_100 in a bar chart , and list Y from high to low order . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_100 meter_300 id meter_700 meter_200 meter_600 meter_400 meter_500 name time </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none meter_100 transform sort y desc,mark bar data swimmer encoding x name y aggregate none meter_100 transform sort y desc
2984,620,college_2,Display a bar chart for how many rooms in each building have a capacity of over 50 ?,<N> Display a bar chart for how many rooms in each building have a capacity of over 50 ? </N> <C> mark [T] data classroom encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> classroom <COL> building capacity room_number </COL> <VAL> 40 Power Main 700 547 180 </VAL> </D>,mark bar data classroom encoding x building y aggregate count building transform filter capacity > 50 group x,mark bar data classroom encoding x building y aggregate count building transform filter capacity > 1850 group x
3024,97@x_name@ASC,apartment_rentals,"Return the apartment number and the number of rooms for each apartment , and display by the bar in asc .","<N> Return the apartment number and the number of rooms for each apartment , and display by the bar in asc . </N> <C> mark [T] data apartments encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> apartments <COL> </COL> <VAL> </VAL> </D>",mark bar data apartments encoding x apt_number y aggregate none room_count transform sort x asc,mark bar data apartments encoding x apt_type_code y aggregate count apt_type_code transform group x sort x asc
3026,80@x_name@DESC,apartment_rentals,"A line chart for returning the number of the date of birth for all the guests with gender code ""Male"" , sort by the X in descending .","<N> A line chart for returning the number of the date of birth for all the guests with gender code ""Male"" , sort by the X in descending . </N> <C> mark [T] data guests encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> guests <COL> gender_code date_of_birth guest_last_name guest_first_name </COL> <VAL> Bode Male Keith Gabe Toy Mante </VAL> </D>","mark line data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" sort x desc bin x by year",mark line data guests encoding x gender_code y aggregate count gender_code transform group x sort y desc
3028,1066,customers_card_transactions,Visualize a scatter chart on how many accounts are there for each customer id ?,<N> Visualize a scatter chart on how many accounts are there for each customer id ? </N> <C> mark [T] data accounts encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> accounts <COL> customer_id </COL> <VAL> </VAL> </D>,mark point data accounts encoding x customer_id y aggregate count customer_id transform group x,mark point data accounts encoding x count(*) y aggregate none customer_id transform group count(*)
3044,627@x_name@ASC,college_2,"Find the names and average salaries of all departments whose average salary is greater than 42000 , and rank by the dept_name in ascending .","<N> Find the names and average salaries of all departments whose average salary is greater than 42000 , and rank by the dept_name in ascending . </N> <C> mark [T] data instructor encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> instructor <COL> dept_name salary id name </COL> <VAL> Yin Mird Kean Dale </VAL> </D>",mark bar data instructor encoding x dept_name y aggregate mean salary transform group x sort x asc,mark bar data instructor encoding x dept_name y aggregate sum salary transform group x sort x asc
